"","con_threshold","cov_threshold","noise_level","frag_ratio","prevalence","factors","low_contr_AND_correct","high_contr_AND_correct","low_contr_AND_complx","high_contr_AND_complx","low_contr_AND_complete","high_contr_AND_complete","low_contr_AND_nct","high_contr_AND_nct","high_contr_AND_ratio","base_correct","base_complx","base_complete","base_nct","GT_complx","low_corr_sd","high_corr_sd","low_complx_sd","high_complx_sd","low_complete_sd","high_complete_sd","base_corr_sd","base_complx_sd","base_complete_sd","nrow","few_csfs","all_high_contr_AND","all_low_contr_AND","n_low_contr_complx","n_high_contr_complx","GT_high_complx","GT_low_complx"
"27",0.8,0.8,-99,-99,0.65,7,0.220075854264591,0.608161963165516,0.402127594922144,0.550459985072618,0.00167162713666248,0.0632692744145017,6.6199974867715,4.82204446737404,0.00753845559276861,0.22519261110867,0.406776347567035,0.00248739552516924,6.58703928120103,8.04238650060265,0.297104863375056,0.434890669544574,0.22210372842791,0.272003672706178,0.0340136716989003,0.228472906500911,0.299455811084306,0.227499156434573,0.042471419286545,49780,220,174,46467,42667,2446,7.80712345306369,8.05120348344958
"28",0.85,0.8,-99,-99,0.65,7,0.147897717020572,0.536763460858562,0.539751697481667,0.662514437492544,0.00449620161567094,0.103424124811156,8.2657897433065,5.74747695278405,0.0123724517002136,0.155061108637522,0.557100912001778,0.006258791096539,8.22160265828759,8.02831901740355,0.268496428896979,0.427579999789689,0.240363009642124,0.248551095654406,0.0495204178524319,0.281660689566349,0.271857854986116,0.248505048354719,0.0587084433102058,49013,987,159,41479,33673,5424,7.7369259357579,8.03870716829738
"29",0.7,0.85,-99,-99,0.65,7,0.518160898204316,0.951884920634921,0.281796908243134,0.255689332915227,0.000312095993940217,0.0388144841269841,3.03587911646757,1.40674603174603,0.00612765676354034,0.521312461983673,0.2814271314063,0.000564791613781818,3.02651013133572,8.04280513661639,0.299520941204113,0.208707809148413,0.111587172090884,0.200014255280092,0.0112545126441963,0.192956685795194,0.297499900177607,0.113549812031066,0.0157610190130207,49994,6,11,48650,48906,1286,6.34449404761905,8.04343476782106
"30",0.75,0.85,-99,-99,0.65,7,0.346285905924045,0.858113494853826,0.331160019774425,0.341367762076909,0.00062732509093016,0.0584495308252214,4.70172426356868,2.37369990353416,0.00536861796663695,0.349497529712119,0.331133864763986,0.00106566522448024,4.68604035861142,8.04210399081368,0.33153339494558,0.324733169199913,0.157116783847296,0.258315734864884,0.0210254829742567,0.23204434210456,0.331208967399436,0.15944992673517,0.0281011455818854,49639,361,70,48553,42884,973,6.72099447513812,8.0462587504287
"31",0.8,0.85,-99,-99,0.65,7,0.210631224321046,0.594688100899663,0.422690865187021,0.576906981845724,0.00137618100199955,0.0711954893283548,6.67944234234084,5.19591269981908,0.00589838316420038,0.214799445173304,0.426556726102822,0.00205801800214729,6.65398871528311,8.04397882121162,0.301128722598264,0.436626519372877,0.214675555148801,0.271129861026654,0.0298954925993559,0.242464190571607,0.30339549673321,0.219263539368568,0.0377173785129553,48728,1272,144,46662,34235,1510,7.86834462729913,8.05141610406718
"32",0.85,0.85,-99,-99,0.65,7,0.142252775876538,0.521732196913595,0.556145558586333,0.695029554383233,0.00437573688645418,0.106952010401094,8.36035341921099,6.1963430379274,0.0103006341465297,0.148022304098991,0.571903634459786,0.00592081874260618,8.32609475264979,7.99221260264191,0.268686222889796,0.430724114678095,0.237772801214912,0.240295478427343,0.0469428178759904,0.284839468010173,0.271465476069376,0.244831611755531,0.0551607751123466,44816,5184,122,40014,24863,3371,7.84152436484798,8.00058173356603
"33",0.7,0.7,-99,-99,0.7,7,0.501305469964633,0.998303167420814,0.218883530827359,0.200289481135798,0.000141496790238583,0.021210407239819,1.92446323143134,1.03599828662909,0.00924906870356901,0.507186096365365,0.218697666757695,0.000287949189782613,1.91787758481186,8.0428,0.248344011810144,0.0411634854343584,0.0910065988384961,0.148986870125032,0.00347814635264783,0.144105512437434,0.243593939965106,0.0941696441868834,0.00529256238783108,50000,0,4,46464,49776,3530,6.51046380090498,8.04282342587407
"34",0.75,0.7,-99,-99,0.7,7,0.509171045530942,0.995465994962217,0.21820783657002,0.226222438551725,0.000254978652140526,0.046095717884131,2.83025935390489,1.14413098236776,0.00772633681406322,0.513387986923404,0.218843175310939,0.000491827934215226,2.8197882594514,8.04282256935416,0.299643659848405,0.0652970644851126,0.102482268932521,0.196213972104709,0.00780955610218014,0.209444640336598,0.29706243929277,0.106937138393269,0.0113557407367779,49997,3,3,48012,49464,1977,6.4639798488665,8.04298515821899
"35",0.8,0.7,-99,-99,0.7,7,0.325554366180449,0.904585953878407,0.253996184436967,0.339015041508648,0.000328769473162276,0.0854297693920335,5.09982714110347,2.16614255765199,0.00334301863339732,0.327649743341239,0.255226471200715,0.000552291993195664,5.08940154313848,8.04304860972194,0.32763768423468,0.280960231624771,0.152986499412618,0.278573224950651,0.0116388792075444,0.278298265226781,0.327062729413072,0.15675906754708,0.015176708356063,49990,10,19,48718,48657,1173,6.81446540880503,8.04402553481019
"36",0.85,0.7,-99,-99,0.7,7,0.170981256618861,0.729517755506063,0.394792739810795,0.578491489645989,0.00177630382126356,0.122979637289214,7.27968729710897,4.1737782594478,0.00469569600648244,0.174411413981247,0.402489002803808,0.00254942984471419,7.25784690637608,8.0426693872652,0.258504966569017,0.398728920690275,0.23138335261681,0.27309978072205,0.0335845051668522,0.317369048453957,0.260648121804433,0.239002380125578,0.0411876070198702,49989,11,103,46397,47075,2945,7.38557906458797,8.04893156396584
"37",0.7,0.75,-99,-99,0.7,7,0.502352164249849,0.997332786212556,0.238651370820047,0.208639903791076,0.000195423129519467,0.0233894132129668,2.00405294764996,1.06460385312906,0.00627164267012698,0.506467710276482,0.238175025908818,0.000311012125671793,1.99926081157552,8.04280085601712,0.244646285105452,0.0505822547464083,0.0980836325796858,0.155364947615694,0.00431850896635816,0.151167872092249,0.241095780812247,0.0998988978118332,0.00557214086486108,49999,1,3,47562,49827,2431,6.3935166187936,8.04282342587407
"38",0.75,0.75,-99,-99,0.7,7,0.504402794426141,0.991397849462366,0.243062356560411,0.235694686128526,0.000359721500822068,0.0508960573476702,2.93477583845579,1.17060931899642,0.00572985210888696,0.507582923449094,0.243230945096655,0.000574654872165651,2.9265751388223,8.04282256935416,0.296222819371855,0.0923811198295803,0.110167772312423,0.202480989496583,0.00983784285827747,0.219864279135617,0.29419643935754,0.113048760682005,0.0129085588519532,49997,3,4,48602,49513,1383,6.28458781362007,8.04308603204449
"39",0.8,0.75,-99,-99,0.7,7,0.326118265902196,0.909410430839002,0.286415704926715,0.358222120882752,0.00074039971461023,0.0963203463203463,5.07899158285988,2.25423881673882,0.00304221803218541,0.328144885745649,0.287206065591178,0.00109943794100323,5.06851698869191,8.0429091782412,0.325738137585644,0.274367142415523,0.164930963542592,0.288207553952384,0.0216025871643555,0.294270843871893,0.325455496155632,0.167614675459489,0.0267768420404807,49966,34,35,49042,47928,856,6.65151515151515,8.04506218581643
