"","con_threshold","cov_threshold","noise_level","frag_ratio","prevalence","factors","low_contr_AND_correct","high_contr_AND_correct","low_contr_AND_complx","high_contr_AND_complx","low_contr_AND_complete","high_contr_AND_complete","low_contr_AND_nct","high_contr_AND_nct","high_contr_AND_ratio","base_correct","base_complx","base_complete","base_nct","GT_complx","low_corr_sd","high_corr_sd","low_complx_sd","high_complx_sd","low_complete_sd","high_complete_sd","base_corr_sd","base_complx_sd","base_complete_sd","nrow","few_csfs","all_high_contr_AND","all_low_contr_AND","n_low_contr_complx","n_high_contr_complx","GT_high_complx","GT_low_complx"
"13",0.7,0.85,-99,-99,0.6,7,0.363473035586711,0.80994550193064,0.324605603153586,0.311365596075786,0.000473589684019681,0.0281807816308878,4.47956821713947,2.47137519926798,0.013695335446484,0.370658002894335,0.323604375893508,0.00107587010325454,4.44810557161072,8.04085532668169,0.334151947694666,0.366629192732362,0.148742036386107,0.221877948792743,0.0182503989818149,0.161940871074717,0.332930039085188,0.152004863246911,0.0281086751636004,49712,288,128,46886,43220,2424,7.06652512384996,8.04695062923524
"14",0.75,0.85,-99,-99,0.6,7,0.221102979284496,0.563579465133648,0.398128706364052,0.485673977048236,0.000925646879270405,0.033183582660169,6.31017590722072,4.90362743465386,0.0145639160534465,0.229789103773459,0.401731063744191,0.00178683269875562,6.25953566204051,8.04151182259975,0.302080836683769,0.443173623162057,0.199458184190565,0.264046411378862,0.0248281103212415,0.166146571564995,0.305718396390218,0.206044286208287,0.0358899170101062,48974,1026,270,44731,34774,3038,7.9860947442847,8.05256241787122
"15",0.8,0.85,-99,-99,0.6,7,0.150733714963435,0.410199268559761,0.500917186232683,0.623573212645983,0.00203842523019622,0.0435062749981268,7.90188366008066,6.43470410138202,0.0228184188932574,0.162060539990392,0.519573821145898,0.0036113424522015,7.8291901541876,8.01993865030675,0.275330870034789,0.412623684153398,0.230850806444617,0.243299768947,0.0326537155323315,0.177939133705348,0.282354903478614,0.242113334310289,0.0455441469088229,46944,3056,327,38307,26058,5590,8.14044228320019,8.03569513267692
"16",0.85,0.85,-99,-99,0.6,7,0.104282359523488,0.357054450196367,0.602030373437554,0.712061284337479,0.00672945892677033,0.0767924413531405,9.1688972868206,7.30456672552504,0.0476198441269519,0.121739880560523,0.640021579516519,0.0117316740885893,9.05909755566125,7.95210669124046,0.230366395423747,0.391472305740596,0.230401902562715,0.232824981808322,0.0601125182795723,0.23164880325733,0.239404249082083,0.240680297608043,0.076998769227576,39066,10934,258,27731,16797,7177,8.00767534186149,7.97044423830138
"17",0.7,0.7,-99,-99,0.65,7,0.509674337079327,0.983983509498384,0.218622814133961,0.207264521744433,0.000148851617507416,0.0234394863971523,2.73117429536643,1.17051233155352,0.0205601662175724,0.520242865126359,0.218710455901414,0.000481980569973877,2.70581710944006,8.04282171286851,0.295776918019109,0.119725719039905,0.0991296597645741,0.16230768687345,0.00506684031455909,0.149959380784138,0.290093238486305,0.104786312274943,0.0106420360445126,49998,2,6,44754,49150,5177,6.78146453089245,8.043046887502
"18",0.75,0.7,-99,-99,0.65,7,0.360179015639642,0.863929008297068,0.241268246630054,0.277030310288254,0.000163056276995036,0.0366913449673894,4.63083901194878,2.09972116248227,0.0114540586643043,0.36613565062877,0.242419419841457,0.000442828548998803,4.60436993604568,8.04266511981438,0.32983088122457,0.322104627752642,0.136072326686656,0.224953629209719,0.00719306169071934,0.184373371706038,0.328193878941038,0.141912458288034,0.0123902681123243,49994,6,35,46212,48098,3399,7.16842940243257,8.04403610960988
"19",0.8,0.7,-99,-99,0.65,7,0.194136379870401,0.583972526450833,0.335143229805139,0.492869310485086,0.000769649924556547,0.0489589748672556,6.79470351179051,4.4264996986928,0.0111185414616666,0.200870520321477,0.343638578200938,0.00164575601012138,6.75063613272922,8.04284771258827,0.276871002055291,0.436456014881956,0.207481046656475,0.262434283771347,0.0222175743673209,0.20299859335663,0.279361432595195,0.218511187338433,0.0337428742686867,49991,9,160,42697,46894,5312,7.98108034000548,8.05002909835243
"20",0.85,0.7,-99,-99,0.65,7,0.132997031131759,0.504038204867652,0.478973497730849,0.581107104029058,0.00290459513136849,0.0715748421099563,8.24605010882184,5.30949692742383,0.0212768349700366,0.144365304409779,0.501384851317459,0.00475510661981053,8.16890580826664,8.04202454601878,0.243833812347423,0.421756889090838,0.234650779655745,0.254396252918306,0.0401230075583313,0.234217733157901,0.249863234249688,0.249054573797589,0.0508129516784233,49947,53,234,34671,40988,10955,7.89473684210526,8.05390944018667
"21",0.7,0.75,-99,-99,0.65,7,0.5070409772201,0.978747672253259,0.243491962385836,0.219123665722329,0.000291620280266634,0.0261405959031657,2.83339286386073,1.20791433891993,0.0142051458927612,0.514544398528269,0.242849017911144,0.000548648329446545,2.81393462423437,8.04282342587407,0.292395697754278,0.138346427122621,0.107436009162512,0.170844102184607,0.00867776714811564,0.15833663796599,0.288146705141322,0.110862408218759,0.0119612926895201,49996,4,7,46416,49274,3517,6.60111731843575,8.04336954129909
"22",0.75,0.75,-99,-99,0.65,7,0.357191122838696,0.874670007757408,0.272971344731098,0.28930732489593,0.000488638098118866,0.0395510152604364,4.626638495166,2.11805914479013,0.00885207827347647,0.362053636502888,0.27313365705143,0.000830035386196881,4.60447162449007,8.04263193694234,0.325790079745754,0.312635860325685,0.148225102555533,0.22917059882085,0.0169329917020219,0.1921202386262,0.324360127038734,0.15187578720803,0.0218438885008723,49986,14,37,47343,47710,2387,7.02080968596292,8.04454543634507
"23",0.8,0.75,-99,-99,0.65,7,0.20976428621535,0.605379885918764,0.371492074904677,0.517978805523473,0.00142356820849638,0.0544914076752029,6.71520029370925,4.59156701797513,0.00902898837602235,0.215739723292394,0.377380065213076,0.00228369195452275,6.67587929422779,8.04285771478901,0.288423192511235,0.43554925635121,0.221213085320464,0.266448518130329,0.0316324000884821,0.214174705262401,0.290882672849723,0.228142022828513,0.0411315809797431,49956,44,176,45013,46054,3638,7.91058061905725,8.05146645239052
"24",0.85,0.75,-99,-99,0.65,7,0.145609981932185,0.5290561064662,0.517716933241802,0.624494649375737,0.0041623906605398,0.0895127413150148,8.21894040759335,5.46673986111385,0.0161860427383631,0.154776101414871,0.536604847698941,0.00600004602107513,8.15806477623462,8.04023046192761,0.259956877079391,0.424562689530986,0.242247202009665,0.252774611349944,0.0469031146346196,0.262784943964508,0.264669937117798,0.252025988407361,0.0568909448447698,49813,187,217,38915,39428,7905,7.77959258579556,8.05177836922332
"25",0.7,0.8,-99,-99,0.65,7,0.5126025036034,0.967677630642176,0.264287094347759,0.236307983902448,0.000353537991382115,0.0306848924960843,2.92016722556815,1.29139968674356,0.00962898501893203,0.517717617024486,0.263617943682154,0.000628996961097395,2.90594722197101,8.04282342587407,0.292757325800728,0.170607047889357,0.11151544319044,0.184276305398358,0.0102251633526914,0.171290866981202,0.289677126536888,0.113970806848837,0.0147865538475385,49996,4,10,47655,49294,2276,6.45066211020931,8.04357220021606
"26",0.75,0.8,-99,-99,0.65,7,0.354602761914191,0.865430735459064,0.3043850031443,0.309832157384274,0.00065222528059975,0.0473087818696884,4.62640303204636,2.22875278011255,0.007124755343475,0.358690235877517,0.304221291751988,0.0010858540333248,4.60753481849701,8.04265080032854,0.324196016753046,0.320816199484532,0.15537609594228,0.239989849603061,0.0201687718550839,0.209183443242385,0.323289999192034,0.158082845450657,0.0268862136266064,49917,83,59,48152,46528,1583,6.8742209631728,8.04593044245658
